Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes,season,league,HomeGoals,AwayGoals,manager_home,captain_home,manager_away,captain_away,venue_city,possessiontime_home,possessiontime_away,shots_total_home,shots_total_away,shots_ongoal_home,shots_ongoal_away,shots_offgoal_home,shots_offgoal_away,saves_home,saves_away,yellow_cards_home,red_cards_home,yellowred_cards_home,yellow_cards_away,red_cards_away,yellowred_cards_away,fouls_home,fouls_away,offsides_home,offsides_away,formation_home,formation_away,starting_name_home1,starting_age_home1,starting_position_home1,starting_minutes_home1,starting_goals_home1,starting_name_home2,starting_age_home2,starting_position_home2,starting_minutes_home2,starting_goals_home2,starting_name_home3,starting_age_home3,starting_position_home3,starting_minutes_home3,starting_goals_home3,starting_name_home4,starting_age_home4,starting_position_home4,starting_minutes_home4,starting_goals_home4,starting_name_home5,starting_age_home5,starting_position_home5,starting_minutes_home5,starting_goals_home5,bench_name_home1,bench_age_home1,bench_position_home1,bench_minutes_home1,bench_goals_home1,starting_name_home6,starting_age_home6,starting_position_home6,starting_minutes_home6,starting_goals_home6,starting_name_home7,starting_age_home7,starting_position_home7,starting_minutes_home7,starting_goals_home7,bench_name_home2,bench_age_home2,bench_position_home2,bench_minutes_home2,bench_goals_home2,starting_name_home8,starting_age_home8,starting_position_home8,starting_minutes_home8,starting_goals_home8,starting_name_home9,starting_age_home9,starting_position_home9,starting_minutes_home9,starting_goals_home9,bench_name_home3,bench_age_home3,bench_position_home3,bench_minutes_home3,bench_goals_home3,starting_name_home10,starting_age_home10,starting_position_home10,starting_minutes_home10,starting_goals_home10,bench_name_home4,bench_age_home4,bench_position_home4,bench_minutes_home4,bench_goals_home4,starting_name_home11,starting_age_home11,starting_position_home11,starting_minutes_home11,starting_goals_home11,starting_name_away1,starting_age_away1,starting_position_away1,starting_minutes_away1,starting_goals_away1,starting_name_away2,starting_age_away2,starting_position_away2,starting_minutes_away2,starting_goals_away2,starting_name_away3,starting_age_away3,starting_position_away3,starting_minutes_away3,starting_goals_away3,starting_name_away4,starting_age_away4,starting_position_away4,starting_minutes_away4,starting_goals_away4,bench_name_away1,bench_age_away1,bench_position_away1,bench_minutes_away1,bench_goals_away1,starting_name_away5,starting_age_away5,starting_position_away5,starting_minutes_away5,starting_goals_away5,bench_name_away2,bench_age_away2,bench_position_away2,bench_minutes_away2,bench_goals_away2,starting_name_away6,starting_age_away6,starting_position_away6,starting_minutes_away6,starting_goals_away6,bench_name_away3,bench_age_away3,bench_position_away3,bench_minutes_away3,bench_goals_away3,starting_name_away7,starting_age_away7,starting_position_away7,starting_minutes_away7,starting_goals_away7,starting_name_away8,starting_age_away8,starting_position_away8,starting_minutes_away8,starting_goals_away8,starting_name_away9,starting_age_away9,starting_position_away9,starting_minutes_away9,starting_goals_away9,starting_name_away10,starting_age_away10,starting_position_away10,starting_minutes_away10,starting_goals_away10,bench_name_away4,bench_age_away4,bench_position_away4,bench_minutes_away4,bench_goals_away4,starting_name_away11,starting_age_away11,starting_position_away11,starting_minutes_away11,starting_goals_away11,bench_name_away5,bench_age_away5,bench_position_away5,bench_minutes_away5,bench_goals_away5,starting_name_home12,starting_age_home12,starting_position_home12,starting_minutes_home12,starting_goals_home12,bench_name_home5,bench_age_home5,bench_position_home5,bench_minutes_home5,bench_goals_home5,starting_name_away12,starting_age_away12,starting_position_away12,starting_minutes_away12,starting_goals_away12,bench_name_home6,bench_age_home6,bench_position_home6,bench_minutes_home6,bench_goals_home6
Quarter-finals,,Wed,8/30/2023,21:30,Palmeiras br,1.1,0–0,0.4,co Pereira,37785,Allianz Parque,Cristián Garay,https://fbref.com//en/matches/446c51e1/Palmeiras-Deportivo-Pereira-August-30-2023-Copa-Libertadores,Leg 2 of 2; Palmeiras won,2023,Copa Libertadores,0,0,Daniel Oldrá,Diego Matías Rodríguez,Rubén Darío Insúa,Augusto Batalla,Mendoza,0.51,0.49,13,6,6,2,7,4,2,5,1,0,0,4,0,1,16,15,0,3,4-2-3-1,3/4/2003,Diego Matías Rodríguez,34-116,GK,90,0,Lucas Arce,26-066,RB,90,0,Pier Barrios,33-110,CB,90,0,Federico Rasmussen,31-229,CB,90,0,Manuel Guillén,22-043,LB,90,0,Luciano Cingolani,22-137,FW,3,0,Bruno Leyes,21-354,DM,87,0,Roberto Nicolás Fernández,25-231,DM,75,1,Cristian Núñez,26-029,DM,15,0,Hernán López Muñoz,23-042,AM,90,0,Tadeo Allende,24-241,"RW,LW",90,0,Enzo Larrosa,22-181,FW,19,0,Daniel Barrea,22-089,LW,71,0,Claudio Valverde,21-207,"RW,DM",19,0,Salomón Rodríguez,23-245,FW,71,0,Augusto Batalla,27-172,GK,90,0,Rafa Pérez,33-283,CB,90,0,Gastón Campi,32-196,CB,89,0,Gastón Hernández,25-273,CB,90,0,Nicolás Blandi,33-279,CB,1,0,Agustín Giay,19-276,RM,69,0,Juan Goyoneche,38-005,GK,9,0,Carlos Sánchez,37-255,CM,90,0,Gastón Ramírez,32-321,CM,26,0,Gonzalo Maroni,24-215,CM,64,0,Malcom Braida,26-155,LM,90,0,Ivan Leguizamon,21-108,RW,90,0,Nahuel Barrios,25-165,LW,45,0,Adam Bareiro,27-085,LW,45,0,Federico Girotti,24-139,FW,64,0,Carlos Auzqui,32-217,FW,26,0,,,,,,Washington Corozo,25-003,"FW,MF",32,0,,,,,,,,,,
Quarter-finals,,Wed,8/30/2023,21:30,Racing Club ar,0.6,(1) 0–0 (4),0.3,ar Boca Juniors,41597,Estadio Presidente Juan Domingo Perón,Andrés Matonte,https://fbref.com//en/matches/f8ea47d0/Racing-Club-Boca-Juniors-August-30-2023-Copa-Libertadores,Leg 2 of 2; Boca Juniors won; Boca Juniors won on penalty kicks following extra time,2023,Copa Libertadores,(1) 0,0 (4),Néstor Gorosito,Facundo Garcés,Martín Demichelis,Enzo Pérez,Santa Fe,0.28,0.72,6,16,4,3,2,13,1,2,4,1,0,2,0,0,11,9,2,2,4-3-2-1,4-2-3-1,Ignacio Chicco,27-111,GK,90,0,Eric Meza,24-194,"RB,AM",89,0,Paolo Goltz,38-160,CB,90,0,Facundo Garcés,24-044,CB,90,0,Emmanuel Más,34-277,LB,90,0,Baldomero Perlaza,31-139,RB,1,0,Tomás Galván,23-191,RM,45,0,Stéfano Moreyra,22-030,CM,44,0,Cristian Vega,30-032,CM,45,0,Fabio Álvarez,30-269,"LM,CM",65,0,Rubén Botta,33-261,"CM,AM",90,2,Ángel Cardozo,29-000,CM,25,0,Damián Batallini,27-117,AM,42,0,Gian Nardelli,23-222,"CB,RB",48,0,Ramón Ábila,34-005,FW,66,0,Ezequiel Centurión,26-152,GK,90,0,Marcelo Herrera,24-350,RB,70,0,Leandro González Pirez,31-235,CB,90,0,Héctor David Martínez,25-271,CB,90,0,Pablo Solari,22-211,RB,20,0,Milton Casco,35-191,LB,53,0,Enzo Díaz,27-316,LB,37,0,Agustín Palavecino,26-344,DM,54,0,Matías Suárez,35-163,DM,36,0,Enzo Pérez,37-239,DM,90,0,Manuel Lanzini,30-246,AM,90,0,Ignacio Fernández,33-280,RW,79,0,Ezequiel Barco,24-204,LW,69,0,Gonzalo Nicolás Martínez,30-128,RW,11,0,Miguel Borja,30-266,FW,90,2,Facundo Colidio,23-288,LW,21,0,,,,,,Javier Toledo,37-182,FW,24,0,,,,,,,,,,
Quarter-finals,,Thu,8/31/2023,20:30,Olimpia py,1.2,1–3,1.8,br Fluminense,,Estadio Defensores del Chaco,Jesús Valenzuela,https://fbref.com//en/matches/873444ac/Club-Olimpia-Fluminense-August-31-2023-Copa-Libertadores,Leg 2 of 2; Fluminense won,2023,Copa Libertadores,1,3,Miguel Ángel Russo,Jorge Broun,Sebastián Méndez,Lautaro Gianetti,Rosario,0.52,0.48,10,13,5,2,5,11,1,4,2,0,0,4,0,0,14,10,0,1,4-2-3-1,4/3/2003,Jorge Broun,37-146,GK,90,0,Damián Martínez,33-261,RB,90,0,Facundo Mallo,28-276,CB,90,0,Carlos Quintana,35-250,CB,90,0,Alan Rodríguez,23-065,LB,45,0,Juan Cruz Komar,27-067,LB,2,0,Kevin Ortíz,23-031,DM,90,0,Agustín Toledo,23-232,DM,45,0,Felicia Karlsson,30-026,LB,43,0,Víctor Malcorra,36-087,AM,90,0,Tomás O'Connor,19-208,"DM,RW",90,0,Maximiliano Lovera,24-224,RW,45,1,Jaminton Campaz,23-148,LW,90,0,Luca Martínez,22-275,FW,15,0,Tobías Cervera,21-074,FW,75,0,Gastón Gómez,27-229,GK,90,0,Roberto Joaquín García,22-060,RB,90,0,Lautaro Gianetti,29-340,CB,90,0,Valentín Gómez,20-115,CB,90,0,Yeison Gordillo,31-116,RM,1,0,Elías Gómez,29-132,LB,90,0,Santiago Cáseres,26-236,CM,1,0,Nicolás Garayalde,24-090,RM,89,0,Miguel Brizuela,26-287,RW,8,0,Juan Ignacio Méndez,26-174,CM,89,0,Jose Florentín,27-106,LM,90,0,Francisco Pizzini,30-030,RW,82,0,Claudio Aquino,32-087,LW,79,0,Thiago Fernández,19-199,LW,11,0,Santiago Castro,19-020,FW,82,1,Walter Bou,30-055,FW,8,0,,,,,,Ezequiel Barco,24-002,FW,5,0,Wellington Rato,29-330,FW,85,0,,,,,
Semi-finals,,Wed,9/27/2023,21:30,Fluminense br,1.3,2–2,0.9,br Internacional,67515,Estadio Jornalista Mário Filho,Darío Herrera,https://fbref.com//en/matches/f7936e6d/Fluminense-Internacional-September-27-2023-Copa-Libertadores,Leg 1 of 2,2023,Copa Libertadores,2,2,Carlos Tevez,Iván Marcone,Sergio Rondina,Iván Tapia,Avellaneda,0.64,0.36,11,6,6,0,5,6,0,3,1,0,0,2,0,0,16,11,2,0,4/3/2003,5/4/2001,Rodrigo Rey,32-224,GK,90,0,Mauricio Isla,35-128,RB,82,0,Cristian Báez,33-192,CB,90,0,Joaquín Laso,33-106,CB,90,0,Damián Pérez,34-300,LB,71,0,Julio Buffarini,35-061,RB,8,0,Lucas González,23-137,RM,58,1,Iván Marcone,33-137,CM,90,0,Ayrton Costa,24-098,LB,19,0,Federico Mancuello,34-206,LM,81,0,Alexis Canelo,31-257,RW,90,0,Javier Ruiz,,MF,32,0,Matías Giménez,24-226,FW,90,1,Kevin Lopez,21-294,LM,9,0,Brian Martínez,24-061,FW,71,1,Andrés Desábato,33-202,GK,90,0,Mauro Peinipil,24-198,RB,68,0,Nicolás Capraro,25-229,CB,90,0,Francisco Álvarez,23-234,CB,90,0,Lucas Colitto,29-139,CM,22,0,Juan Ignacio Díaz,25-145,CB,90,0,Joaquín Susvielles,32-232,"FW,RM",45,0,Rodrigo Insúa,25-306,"LM,LB",90,0,Siro Rosane,23-133,CM,29,0,Facundo Mater,25-087,RM,45,0,Iván Tapia,24-329,"CM,RM",90,0,Carlos Arce,33-032,CM,61,0,Brian Calderara,25-018,LM,61,0,Nicolás Tolosa,22-140,LB,29,0,Alexis Dominguez,26-353,FW,68,0,Maximiliano Puig,23-030,RB,22,0,,,,,,Martín Sarrafiore,26-090,LW,19,0,,,,,,,,,,
Semi-finals,,Thu,9/28/2023,21:30,Boca Juniors ar,1.6,0–0,0.4,br Palmeiras,53615,Estadio Alberto José Armando,Wilmar Roldán,https://fbref.com//en/matches/263f1328/Boca-Juniors-Palmeiras-September-28-2023-Copa-Libertadores,Leg 1 of 2,2023,Copa Libertadores,0,0,Lucas Pusineri,Sebastián Prediger,Gabriel Heinze,Lucas Hoyos,San Fernando,0.44,0.56,11,14,0,4,11,10,2,0,0,0,0,4,0,0,8,14,1,0,4-3-1-2,3-1-4-2,Gonzalo Marinelli,34-255,GK,90,0,Ezequiel Forclaz,20-200,RB,70,0,Robert Rojas,27-173,CB,90,0,Brian Luciatti,30-216,CB,90,0,Sebastián Prieto,30-194,LB,90,0,Matias Espíndola,19-328,RB,20,0,Agustín Cardozo,26-143,RM,90,0,Sebastián Prediger,37-046,CM,56,0,Emanuel Aguilera,34-131,CM,34,0,Lucas Menossi,31-101,LM,64,0,José Paradela,24-309,AM,90,0,Alexis Castro,29-002,LM,26,0,Renzo López,29-187,FW,90,0,Juan Esquivel,23-059,FW,33,0,Nicolás Reniero,28-216,FW,57,0,Lucas Hoyos,34-174,GK,90,0,Gustavo Velásquez,32-186,CB,90,0,Ian Glavinovich,21-358,CB,90,0,Guillermo Ortiz,31-072,CB,90,0,Lisandro Montenegro,20-207,CM,4,0,Juan Sforza,21-248,DM,90,0,Pablo Pérez,38-071,CM,21,0,Iván Gómez,26-234,CM,86,0,Armando Méndez,27-203,RW,45,0,Cristian Ferreira,24-038,CM,69,0,Ramiro Sordo,23-113,RW,45,0,Ángelo Martino,25-137,LW,90,1,Jorge Eduardo Recalde,31-165,FW,49,0,Guillermo May,25-223,FW,41,1,Brian Aguirre,20-141,FW,70,0,Francisco González,22-197,FW,20,0,,,,,,Ramón Ábila,33-170,FW,21,0,,,,,,,,,,
Semi-finals,,Wed,10/4/2023,21:30,Internacional br,1.4,1–2,0.5,br Fluminense,50002,Estádio José Pinheiro Borba,Jesús Valenzuela,https://fbref.com//en/matches/50c6ac98/Internacional-Fluminense-October-4-2023-Copa-Libertadores,Leg 2 of 2; Fluminense won,2023,Copa Libertadores,1,2,Diego Hernán Martínez,Andrés Roa,Diego Dabove,Fernando Alarcón,Capital Federal,0.66,0.34,11,8,2,3,9,5,0,1,2,0,0,3,0,0,6,9,1,0,4-3-1-2,4/4/2002,Lucas Chávez,28-072,GK,90,0,Lucas Souto,25-009,RB,81,0,Fabio Pereyra,33-262,CB,90,0,Rodrigo Echeverría,28-186,CB,90,0,Guillermo Benítez,29-316,LB,90,0,Fernando Torrent,32-018,RB,9,0,Federico Fattori,31-090,RM,45,0,William Alarcón,22-334,CM,90,0,Patricio Pizarro,23-085,RM,45,0,Alan Soñora,25-078,LM,66,1,Andrés Roa,30-148,AM,45,0,Marcelo Pérez,22-211,FW,24,0,Walter Mazzantti,27-045,FW,90,0,Ignacio Pussetto,27-303,AM,45,0,Matías Cóccaro,25-339,FW,81,0,Manuel Roffo,23-199,GK,90,0,Juan Franco Arrellaga,31-252,RB,90,0,Ezequiel Parnisari,33-141,CB,90,0,Fernando Alarcón,29-126,CB,90,0,Luciano Aued,36-233,CM,20,0,Jonathan Bay,30-261,LB,70,0,Lucas Rodríguez,30-023,LB,20,0,Matías Romero,27-261,RM,70,0,Gabriel Graciani,29-326,"RM,LM",24,0,Nicolás Linares,27-228,CM,90,0,Gastón Lodico,25-145,"CM,LM",90,0,Jonás Acevedo,26-256,LM,66,0,Lucas Albertengo,32-263,FW,59,1,Gregorio Rodríguez,23-276,FW,31,1,Adrián Martínez,31-105,FW,90,1,Brian Blando,28-000,FW,1,0,,,,,,Héctor Fértoli,28-321,FW,9,0,,,,,,,,,,
Semi-finals,,Thu,10/5/2023,21:30,Palmeiras br,1.4,(2) 1–1 (4),0.9,ar Boca Juniors,,Allianz Parque,Andrés Matonte,https://fbref.com//en/matches/089c1bf5/Palmeiras-Boca-Juniors-October-5-2023-Copa-Libertadores,Leg 2 of 2; Boca Juniors won; Boca Juniors won on penalty kicks following extra time,2023,Copa Libertadores,(2) 1,1 (4),Javier Gandolfi,Guido Herrera,Darío Espínola,Joaquín Pombo,Ciudad de Córdoba,0.59,0.41,9,13,4,6,5,7,5,3,5,0,0,2,0,0,15,12,2,2,4-3-1-2,4-1-4-1,Guido Herrera,31-233,GK,90,0,Gastón Benavídez,27-362,RB,90,0,Kevin Mantilla,20-151,CB,90,0,Juan Rodríguez,29-234,CB,90,0,Juan Portillo,23-155,LB,45,0,Blas Riveros,25-259,LB,45,0,Diego Ortegoza,26-184,RM,60,0,Rodrigo Villagra,22-248,"CM,DM",90,0,Matias Gomez,17-331,DM,30,0,Matías Galarza,21-251,LM,60,0,Rodrigo Garro,25-289,AM,90,0,Diego Barrera,19-120,LW,30,0,Nahuel Bustos,25-108,FW,52,1,Tomás Molina,28-191,FW,38,0,Bruno Barticciotto,22-166,"FW,RW",81,0,Tomás Sultani,25-120,GK,90,0,Cristian Chimino,35-253,RB,90,0,Néstor Breitenbruch,28-037,CB,90,0,Joaquín Pombo,22-216,CB,90,0,Mauro Antonio Burruchaga,25-115,DM,12,0,Adrián Sporle,28-099,LB,90,0,Lautaro Guzmán,23-275,RM,50,0,Gonzalo Muscia,23-284,DM,78,0,Alfredo Amarilla,22-044,CM,12,0,Lucas Brochero,24-270,RM,40,0,Braian Rivero,27-240,CM,78,0,Emiliano Viveros,21-020,CM,60,0,Juan Bautista Cejas,25-228,LM,90,1,Juan Cavallaro,29-114,CM,30,0,Flabián Londoño,23-103,FW,61,0,Juan Peinipil,21-278,FW,29,0,,,,,,Javier Vallejo,19-290,RW,9,0,,,,,,,,,,
Final,,Sat,11/4/2023,17:00,Boca Juniors ar,0.5,1–2,1.1,br Fluminense,69232,Estadio Jornalista Mário Filho,Wilmar Roldán,https://fbref.com//en/matches/949bd8d0/Boca-Juniors-Fluminense-November-4-2023-Copa-Libertadores,Required Extra Time,2023,Copa Libertadores,1,2,Pablo Lavallén,Juan Manuel Insaurralde,Sebastián Grazzini,Leonardo Sigali,Junín,0.2,0.8,4,21,1,9,3,12,8,0,4,0,1,5,0,0,11,16,2,2,4/5/2001,4/3/2003,José Devecchi,28-102,GK,90,0,Gonzalo Bettini,31-023,RB,79,0,Franco Paredes,24-215,"CB,RB",90,0,Juan Manuel Insaurralde,39-016,CB,90,0,Gabriel Díaz,23-183,LB,90,0,Juan Hernández,25-354,DF,11,0,Maico Quiroz,21-333,CM,56,0,Diego Calcaterra,22-085,CM,90,0,Harrinson Mancilla,31-301,CM,34,0,Cristian Ojeda,24-270,CM,29,0,Guido Mainero,28-210,RW,64,1,Sergio Quiroga,29-134,RW,26,0,Alan Marinelli,24-195,LW,64,0,Nahuel Gallardo,25-163,LW,26,0,Agustín Fontana,27-130,FW,78,0,Gabriel Arias,36-036,GK,90,0,Tobías Rubio,19-084,RB,45,0,Leonardo Sigali,36-143,CB,90,0,Nazareno Colombo,24-213,CB,63,0,Gastón Martirena,23-287,RB,45,0,Gonzalo Piovi,29-041,"LB,CB",90,0,Agustin Ojeda,19-122,LB,27,0,Jonathan David Gómez,33-302,"RM,LM",90,0,Nicolás Oróz,29-201,CM,8,0,Aníbal Moreno,24-159,CM,82,0,Agustín Almendra,23-250,LM,63,0,Juan Quintero,30-274,RW,90,0,Gabriel Hauche,36-326,LW,71,0,Baltasar Gallego,20-102,RM,27,1,Roger Martínez,29-118,FW,90,0,Maximiliano Romero,24-283,LW,19,0,,,,,,Joaquín Gho,20-158,FW,12,0,,,,,,,,,,
First stage,,Tue,3/7/2023,19:00,Tacuary py,,(4) 2–2 (2),,py Club General Caballero JLM,,Estadio Defensores del Chaco,José Cabero,https://fbref.com//en/matches/9ba17135/Tacuary-Club-General-Caballero-JLM-March-7-2023-Copa-Sudamericana,Tacuary won on penalty kicks following extra time,2023,Copa Sudamericana,(4) 2,2 (2),Guillermo Farré,Santiago Longo,Eduardo Domínguez,Mariano Andújar,Córdoba,0.42,0.58,15,10,5,3,10,7,2,3,4,0,0,3,0,0,14,9,0,2,4-2-3-1,4-3-1-2,Nahuel Losada,30-122,GK,90,0,Juan Barinaga,22-311,RB,90,0,Alejandro Rébola,35-024,CB,90,0,Matias Moreno,19-327,CB,90,0,Matias Ibacache,24-218,LB,90,0,Mariano Troilo,20-056,"DM,AM",2,0,Ulises Sánchez,25-052,"DM,AM",90,0,Santiago Longo,25-127,DM,90,0,Daniel Barrea,22-026,RW,26,0,Matías Marín,23-241,AM,88,0,Lautaro Pastran,21-051,RW,64,0,Tomas Castro,20-348,LW,10,0,Facundo Lencioni,22-184,LW,80,0,Pablo Chavarría,35-227,FW,2,0,Lucas Passerini,29-032,FW,88,2,Mariano Andújar,40-018,GK,90,0,Leonardo Godoy,28-111,RB,90,0,Juan Guasone,22-143,CB,90,0,Luciano Lollo,36-141,CB,90,0,Fernando Zuqui,31-263,LB,45,0,Gastón Benedetti,22-141,LB,45,0,Nicolás Palavecino,20-141,RM,7,0,Santiago Ascacíbar,26-173,RM,83,0,Eros Mancuso,24-122,LM,45,0,Jorge Agustín Rodríguez,27-336,CM,90,0,José Sosa,38-059,LM,45,0,Benjamín Rollheiser,23-146,AM,75,0,Mauro Boselli,38-087,FW,67,1,Martiniano Moreno,20-095,AM,15,0,Mauro Méndez,24-212,FW,90,0,Franco Zapiola,22-179,FW,23,0,,,,,,Hernán Barcos,38-358,FW,9,0,,,,,,,,,,
First stage,,Tue,3/7/2023,19:00,Audax Italiano cl,,3–2,,cl Univ Católica,,Estadio CODELCO-El Teniente,John J. Ospina,https://fbref.com//en/matches/f9bf54c9/Audax-Italiano-Univ-Catolica-March-7-2023-Copa-Sudamericana,,2023,Copa Sudamericana,3,2,Kily González,Claudio Corvalán,Fernando Gago,Iván Pillud,Santa Fe,0.4,0.6,15,13,7,3,8,10,2,6,2,0,0,5,0,0,14,15,3,1,3/4/2003,5/3/2002,Sebastián Moyano,32-357,GK,90,0,Nicolás Paz,20-306,CB,76,0,Franco Calderón,25-097,CB,90,0,Claudio Corvalán,34-148,CB,90,0,Federico Vera,25-147,RM,90,0,Oscar Piris,34-073,CB,14,0,Enzo Martín Roldán,22-253,CM,73,0,Joaquín Mosqueira,18-290,CM,89,0,Mateo Del Blanco,19-291,CM,17,0,Kevin Zenon,22-019,LM,90,0,Javier Morales,20-167,RW,75,1,Gastón Comas,25-066,CM,1,0,Mauro Luna Diale,24-114,LW,90,0,Daniel Juárez,22-019,RW,15,0,Jerónimo Domina,17-305,FW,90,0,Matías Tagliamonte,25-180,GK,90,0,Gastón Martirena,23-225,RB,90,0,Iván Pillud,37-116,CB,90,0,Tobías Rubio,19-022,CB,90,0,Ignacio Galván,20-346,LB,27,0,Santiago Quiros,20-167,CB,90,0,Agustin Ojeda,19-060,"RM,CM",28,0,Gabriel Rojas,26-057,LB,63,0,Tomás Pérez,17-113,CM,3,0,Agustín Almendra,23-188,CM,62,0,Santino Vera,17-129,CM,90,0,Baltasar Gallego,20-040,CM,87,1,Juan Quintero,30-212,FW,71,0,Jonathan David Gómez,33-240,LM,19,0,Maximiliano Romero,24-221,FW,71,0,Gabriel Hauche,36-264,FW,19,0,,,,,,Gabriel Sotomayor,23-276,FW,7,0,,,,,,,,,,
First stage,,Wed,3/8/2023,18:00,Guabirá bo,,0–1,,bo Oriente Petrolero,,Estadio Ramón Aguilera Costas,Guillermo Guerrero,https://fbref.com//en/matches/46e0a83c/Guabira-Oriente-Petrolero-March-8-2023-Copa-Sudamericana,,2023,Copa Sudamericana,0,1,Ricardo Zielinsky,Iván Marcone,Néstor Gorosito,Facundo Garcés,Avellaneda,0.56,0.44,10,9,3,5,7,4,4,3,1,0,0,0,0,0,15,7,1,3,4-1-4-1,4/3/2003,Rodrigo Rey,32-164,GK,90,0,Mauricio Isla,35-068,RB,90,0,Felipe Aguilar,30-211,CB,90,0,Edgar Elizalde,23-173,CB,90,0,Ayrton Costa,24-038,LB,90,0,Tomás Pozzo,22-326,DM,9,0,Iván Marcone,33-077,DM,81,0,Sergio Ortíz,22-177,CM,59,0,Matías Giménez,24-166,CM,31,0,Federico Mancuello,34-146,CM,81,0,Alexis Canelo,31-197,LM,90,0,Lucas González,23-077,CM,9,0,Brian Martínez,24-001,RW,66,0,Javier Vallejo,19-228,RM,24,0,Martín Cauteruccio,36-127,FW,90,0,Ignacio Chicco,27-050,GK,90,0,Alberto Espínola,32-192,RB,90,1,Paolo Goltz,38-099,CB,45,0,Facundo Garcés,23-348,CB,90,0,Gian Nardelli,23-161,CB,45,0,Rafael Marcelo Delgado,33-218,LB,90,0,Joaquín Ibáñez,26-348,LM,1,0,Rubén Botta,33-200,RM,90,0,Baldomero Perlaza,31-078,RW,29,0,Stéfano Moreyra,21-334,CM,90,0,Fabio Álvarez,30-208,LM,89,0,Tomás Galván,23-130,RW,61,0,Damián Batallini,27-056,LW,73,0,Eric Meza,24-133,LW,17,0,Jorge Benítez,30-351,FW,61,0,Ramón Ábila,33-309,FW,29,0,,,,,,Enrique Javier Borja,26-282,FW,32,0,,,,,,,,,,
First stage,,Wed,3/8/2023,19:00,Defensor uy,,(3) 0–0 (4),,uy Danubio,,Estadio Centenario,Bruno Arleu de Araujo,https://fbref.com//en/matches/4564f093/Defensor-Sporting-Danubio-March-8-2023-Copa-Sudamericana,Danubio won on penalty kicks following extra time,2023,Copa Sudamericana,(3) 0,0 (4),Sebastián Romero,Cristian Tarragona,Javier Gandolfi,Guido Herrera,La Plata,0.52,0.48,7,19,2,4,5,15,1,2,2,1,1,2,0,0,12,10,2,2,4-2-3-1,4-2-3-1,Tomás Durso,24-174,GK,90,0,Bautista Barros Schelotto,23-218,RB,68,0,Leonardo Morales,32-130,CB,82,0,Felipe Sánchez,19-134,CB,90,0,Germán Guiffrey,25-231,LB,70,0,Guillermo Enrique,23-176,RB,22,0,Lucas Castro,34-132,DM,54,0,Nicolás Sánchez,19-030,DM,68,0,Nicolás Colazo,33-042,LB,20,0,Erik Ramírez,26-332,AM,90,0,Franco Soldano,28-339,RW,54,0,Antonio Napolitano,24-184,DM,36,0,Benjamín Domínguez,19-334,LW,90,0,Pablo de Blasis,35-196,DM,22,0,Cristian Tarragona,32-132,FW,90,0,Guido Herrera,31-171,GK,90,0,Gastón Benavídez,27-300,RB,90,0,Kevin Mantilla,20-089,CB,90,0,Juan Rodríguez,29-172,CB,90,0,Mateo Seoane,19-191,DM,1,0,Juan Portillo,23-093,LB,90,0,Diego Barrera,19-058,RW,32,0,Diego Ortegoza,26-122,DM,89,0,Luis Sequeira,20-223,AM,32,0,Matias Gomez,17-269,DM,90,0,Luis Angulo,19-149,AM,58,0,Valentín Depietri,22-292,AM,58,0,Ramón Sosa,23-353,LW,90,2,José Romero,20-147,FW,17,0,Nahuel Bustos,25-046,FW,73,1,Martín Cauteruccio,35-289,FW,13,0,Paulinho Bóia,23-284,"FW,RW",70,0,Franco Torres,24-086,RW,36,0,,,,,,,,,,
